scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,composite_score
Baroda BNP Paribas Money Market Fund,500,5000,0.07722007722007723,111.0,4,Vikram Pamnani,0.91,1.72,0.0024531956100710137,0.8859366612989802,0.7235023041474655,2,Baroda BNP Paribas Mutual Fund,2,Debt,Money Market Funds,5.0,4.1,8.9,0.4141563417115728
Motilal Oswal Midcap Fund,500,500,0.3359073359073359,3769.0,9,Niket Shah,3.72,7.69,0.1945771465461588,0.8757380568974772,0.3548387096774194,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4,0.41422034489609494
Aditya Birla SL Nifty 50 Index Fund,1000,100,0.12355212355212356,494.0,10,Lovelish Solanki,3.42,-0.87,0.2114912846998063,0.8816425120772947,0.5138248847926268,6,Aditya Birla Sun Life Mutual Fund,3,Other,Index Funds,0.7,25.5,11.6,0.41423681991622946
Canara Robeco Short Duration Fund,1000,5000,0.18146718146718147,520.0,10,Suman Prasad,1.68,3.98,0.017043253712072305,0.9074074074074074,0.6105990783410139,2,Canara Robeco Mutual Fund,3,Debt,Short Duration Funds,4.1,5.9,6.5,0.41428881377859905
ICICI Pru Focused Equity Fund,100,5000,0.2277992277992278,3920.0,10,Sankaran Naren,3.27,4.86,0.20103292446739832,0.8789586688137413,0.4377880184331797,6,ICICI Prudential Mutual Fund,4,Equity,Focused Funds,6.1,31.2,13.4,0.4143361773593587
Sundaram Banking & PSU Debt Fund,250,5000,0.07335907335907337,450.0,10,Dwijendra Srivastava,0.73,3.49,0.013944480309877341,0.9122383252818036,0.7004608294930876,2,Sundaram Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.5,5.0,6.1,0.4144118023215247
DSP Overnight Fund,500,500,0.023166023166023165,2754.0,4,Kedar Karnik,0.73,0.67,0.0009038089089735317,0.867686527106817,0.783410138248848,1,DSP Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.414577804914767
Quant Small Cap Fund,1000,5000,0.2471042471042471,3301.0,10,Sanjeev Sharma,3.71,19.16,0.31607488702388636,0.8816425120772947,0.3248847926267282,6,Quant Mutual Fund,5,Equity,Small Cap Mutual Funds,5.4,71.4,23.2,0.41458872373551076
Baroda BNP Paribas Conservative Hybrid Fund,300,1000,0.30115830115830117,501.0,10,Pratish Krishnan,2.74,0.64,0.044286636539703036,0.8706387546967257,0.5138248847926268,4,Baroda BNP Paribas Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,3.7,9.2,7.7,0.41463645080163425
IDBI Nifty 50 Index Fund,500,5000,0.12355212355212356,188.0,10,Nisha Sharma,3.47,-0.9,0.21316978695932862,0.8819108964036501,0.5138248847926268,6,IDBI Mutual Fund,3,Other,Index Funds,0.8,25.8,11.8,0.4147101223463811
Kotak Tax Saver Fund,500,500,0.2664092664092664,3167.0,10,Harsha Upadhyaya,3.36,4.69,0.18295674628792769,0.8773483628556092,0.42396313364055305,6,Kotak Mahindra Mutual Fund,4,Equity,ELSS Mutual Funds,5.0,28.9,14.4,0.41500011583758634
Shriram Balanced Advantage Fund,1000,5000,0.23166023166023164,48.0,4,Deepak Ramaraju,2.42,-0.22,0.0974822466107166,0.869296833064949,0.5299539170506913,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,2.9,13.9,8.9,0.41513116129593425
HSBC Overnight Fund,500,5000,0.038610038610038616,2759.0,4,Kapil Punjabi,0.92,0.65,0.0009038089089735317,0.866881374127751,0.7741935483870969,1,HSBC Mutual Fund,5,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.4155128012214323
AXIS Overnight Fund,0,500,0.019305019305019308,12566.0,4,Aditya Pagaria,0.49,0.62,0.0010329244673983207,0.866881374127751,0.7903225806451614,1,Axis Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.41555753496220305
LIC MF Short Term Debt Fund,1000,5000,0.14285714285714285,110.0,4,Marzban Irani,1.26,4.66,0.017301484828921885,0.9240472356414385,0.6359447004608295,3,LIC Mutual Fund,2,Debt,Short Duration Funds,3.7,5.7,8.9,0.41563251418805275
Bandhan FTP – Sr.179,0,5000,0.019305019305019308,286.0,4,Harshal Joshi,0.9,9.78,0.04790187217559716,1.0,0.663594470046083,3,Bandhan Mutual Fund,0,Debt,Fixed Maturity Plans,4.4,6.2,8.9,0.415880063883979
Sundaram Emerging Small Cap Series III – Dir Growth,0,5000,0.28957528957528955,297.0,5,Rohit Seksaria,4.45,8.84,0.24351194318915426,0.8781535158346753,0.3571428571428572,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,43.7,8.9,0.4160453685009032
SBI Magnum Gilt Fund,500,5000,0.1776061776061776,4301.0,10,Dinesh Ahuja,1.1,1.45,0.030858618463524858,0.869296833064949,0.6336405529953917,3,SBI Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,6.1,8.3,0.4160677315290329
SBI Banking and PSU Fund,500,5000,0.13513513513513511,4982.0,10,Rajeev Radhakrishnan,1.17,4.72,0.023111684958037445,0.9194847020933977,0.6428571428571429,3,SBI Mutual Fund,2,Debt,Banking and PSU Mutual Funds,3.8,6.2,7.0,0.41631578829911553
Baroda BNP Paribas Credit Risk Fund,500,5000,0.30115830115830117,179.0,8,Prashant Pimple,1.9,1.72,0.07140090380890897,0.7667740203972089,0.5668202764976958,4,Baroda BNP Paribas Mutual Fund,5,Debt,Credit Risk Funds,5.7,10.9,7.6,0.41654068827055307
Nippon India Quant Fund,100,5000,0.20849420849420852,34.0,10,Ashutosh Bhargava,2.91,2.11,0.1896707553260168,0.8776167471819646,0.4723502304147466,6,Nippon India Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,5.0,26.9,11.9,0.41676965951587325
Aditya Birla SL Govt Securities Fund,1000,1000,0.11196911196911197,1351.0,10,Bhupesh Bameta,0.71,1.09,0.03976759199483537,0.8746645195920558,0.6797235023041475,3,Aditya Birla Sun Life Mutual Fund,3,Debt,Gilt Mutual Funds,3.6,6.0,8.0,0.41678413060064223
JM Dynamic Bond Fund,1000,5000,0.24324324324324326,43.0,10,Gurvinder Singh Wasan,1.64,1.34,0.017301484828921885,0.8725174449812131,0.5921658986175116,2,JM Financial Mutual Fund,4,Debt,Dynamic Bond,4.8,6.0,6.1,0.4172894405995374
DSP Corporate Bond Fund,500,500,0.09652509652509653,2065.0,5,Vivek Ramakrishnan,0.59,0.76,0.024402840542285347,0.8746645195920558,0.7073732718894009,3,DSP Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.6,5.6,8.9,0.41737686975207694
PGIM India Overnight Fund,1000,100,0.04633204633204633,75.0,4,Puneet Pal,0.95,0.67,0.000774693350548741,0.8674181427804617,0.7741935483870969,1,PGIM India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.41751837799287017
Sundaram Emerging Small Cap Series VI – Dir Growth,0,5000,0.2972972972972973,41.0,5,Rohit Seksaria,4.27,8.43,0.23679793415106518,0.8776167471819646,0.36175115207373276,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,41.9,8.9,0.41757250292060333
Quant Focused Fund,1000,5000,0.22007722007722005,219.0,10,Sanjeev Sharma,3.14,8.6,0.22040025823111684,0.8778851315083199,0.44009216589861755,6,Quant Mutual Fund,5,Equity,Focused Funds,5.2,33.7,13.1,0.4177240456483335
Tata Focused Equity Fund,150,5000,0.1776061776061776,1212.0,3,Meeta Shetty,3.06,1.14,0.2117495158166559,0.8808373590982287,0.4815668202764978,6,Tata Mutual Fund,3,Equity,Focused Funds,0.4,28.4,8.9,0.41797644125830347
Canara Robeco Equity Hybrid Fund,1000,5000,0.24324324324324326,8235.0,10,Shridatta Bhandwaldar,3.25,1.49,0.1420271142672692,0.8760064412238325,0.4884792626728111,6,Canara Robeco Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.8,20.1,12.2,0.41806265642423796
HDFC Children’s Gift Fund,100,100,0.37065637065637064,6157.0,10,Chirag Setalvad,4.11,7.62,0.1460296965784377,0.8754696725711218,0.38018433179723504,6,HDFC Mutual Fund,0,Solution Oriented,Childrens Funds,10.5,26.8,12.9,0.41832075086209697
Motilal Oswal Nifty 500 Index Fund,500,500,0.15444015444015446,372.0,4,Swapnil Mayekar,3.05,-0.81,0.21110393802453195,0.8816425120772947,0.5023041474654378,6,Motilal Oswal Mutual Fund,3,Other,Index Funds,-1.2,26.7,8.9,0.41840576977126187
Baroda BNP Paribas Aggressive Hybrid Fund,300,5000,0.23552123552123552,772.0,6,Jitendra Sriram,2.79,1.88,0.14848289218850869,0.8762748255501879,0.4907834101382489,6,Baroda BNP Paribas Mutual Fund,5,Hybrid,Aggressive Hybrid Mutual Funds,3.5,20.6,13.3,0.4184910200789483
Kotak Focused Equity Fund,1000,5000,0.1969111969111969,2447.0,4,Shibani Kurian,2.85,1.39,0.19909619109102644,0.8792270531400966,0.47926267281105994,6,Kotak Mahindra Mutual Fund,3,Equity,Focused Funds,0.5,26.6,8.9,0.41862605947189313
Union Arbitrage Fund,500,1000,0.16988416988416988,72.0,4,Vishal Thakker,0.98,1.51,0.005939315687540348,0.8762748255501879,0.6658986175115208,1,Union Mutual Fund,3,Hybrid,Arbitrage Mutual Funds,5.0,4.4,8.9,0.41898042175642136
Sundaram Aggressive Hybrid Fund,100,100,0.2586872586872587,2981.0,10,S Bharath,4.11,2.31,0.14667527437056166,0.8765432098765432,0.4746543778801844,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,21.7,9.7,0.4190455886038191
Indiabulls Dynamic Bond Fund,500,500,0.138996138996139,25.0,4,Karan Singh,0.99,0.95,0.02285345384118786,0.8776167471819646,0.6774193548387097,3,Indiabulls Mutual Fund,3,Debt,Dynamic Bond,4.2,5.2,8.9,0.41921155409733757
Quantum Liquid Fund,500,5000,0.05791505791505791,628.0,17,Pankaj Pathak,0.92,0.94,0.0011620400258231115,0.8725174449812131,0.7672811059907835,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,4.0,4.9,0.4194570952786979
Canara Robeco Bluechip Equity Fund,1000,5000,0.18532818532818532,8672.0,10,Shridatta Bhandwaldar,3.07,0.16,0.18979987088444158,0.8789586688137413,0.5,6,Canara Robeco Mutual Fund,5,Equity,Large Cap Mutual Funds,1.7,24.3,14.4,0.41957374781590495
Indiabulls Liquid Fund,500,500,0.08494208494208494,212.0,10,Karan Singh,1.28,0.95,0.0011620400258231115,0.8719806763285024,0.7465437788018433,2,Indiabulls Mutual Fund,1,Debt,Liquid Mutual Funds,5.4,4.0,5.2,0.4198853001482305
Nippon India Overnight Fund,100,100,0.03088803088803089,8861.0,4,Anju Chhajer,0.4,0.63,0.0010329244673983207,0.8674181427804617,0.7949308755760369,1,Nippon India Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.4199431300677607
Aditya Birla SL Dynamic Bond Fund,1000,1000,0.2471042471042471,1795.0,10,Mohit Sharma,1.78,3.02,0.03808908973531311,0.879495437466452,0.5760368663594471,3,Aditya Birla Sun Life Mutual Fund,5,Debt,Dynamic Bond,7.5,8.0,6.0,0.42000848161101456
Sundaram Emerging Small Cap Series IV – Dir Growth,0,5000,0.28957528957528955,208.0,5,Rohit Seksaria,4.29,7.54,0.24028405422853452,0.8778851315083199,0.3732718894009217,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,41.4,8.9,0.4200234290728965
Mirae Asset Tax Saver Fund,500,500,0.20849420849420852,14043.0,7,Neelesh Surana,3.73,2.58,0.21355713363460294,0.8813741277509394,0.46082949308755766,6,Mirae Asset Mutual Fund,5,Equity,ELSS Mutual Funds,0.6,30.3,15.3,0.4200365090086581
ITI Long Term Equity Fund,500,500,0.16988416988416988,156.0,3,Dhimant Shah,3.29,0.26,0.19780503550677855,0.8781535158346753,0.5092165898617511,6,ITI Mutual Fund,2,Equity,ELSS Mutual Funds,5.6,23.7,8.9,0.42031798147319754
Baroda BNP Paribas Gilt Fund,500,5000,0.05405405405405406,138.0,10,Mayank Prakash,0.34,0.07,0.03382827630729503,0.8727858293075684,0.7465437788018433,3,Baroda BNP Paribas Mutual Fund,2,Debt,Gilt Mutual Funds,3.7,4.9,6.8,0.42049088209240393
AXIS Regular Saver Fund,1000,500,0.33204633204633205,407.0,10,Devang Shah,2.42,1.34,0.05706907682375727,0.8741277509393451,0.49539170506912444,4,Axis Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,1.8,10.9,7.0,0.4207219139261287
Tata Retirement Savings Fund,150,5000,0.2625482625482626,1557.0,10,Murthy Nagarajan,2.23,0.12,0.057327307940606836,0.8743961352657005,0.5529953917050692,6,Tata Mutual Fund,3,Solution Oriented,Retirement Funds,0.5,19.3,9.4,0.42074673718687816
HDFC Credit Risk Debt Fund,100,100,0.3667953667953668,8437.0,9,Shobhit Mehrotra,1.5,2.63,0.029567462879276956,0.8411164787976383,0.511520737327189,4,HDFC Mutual Fund,3,Debt,Credit Risk Funds,4.6,8.0,7.7,0.42077022437634526
HDFC Dynamic Debt Fund,100,100,0.1891891891891892,527.0,10,Anil Bamboli,2.3,2.71,0.04325371207230472,0.8698336017176597,0.6290322580645161,3,HDFC Mutual Fund,4,Debt,Dynamic Bond,4.6,7.3,6.1,0.4207871230782603
Kotak Dynamic Bond Fund,1000,5000,0.15444015444015446,1992.0,10,Deepak Agrawal,1.0,1.66,0.03460296965784378,0.890499194847021,0.6520737327188941,3,Kotak Mahindra Mutual Fund,4,Debt,Dynamic Bond,3.9,6.6,7.8,0.420982739809572
Nippon India Small Cap Fund,100,5000,0.33204633204633205,23910.0,10,Samir Rachh,4.2,10.01,0.24583602324080048,0.8789586688137413,0.3364055299539171,6,Nippon India Mutual Fund,4,Equity,Small Cap Mutual Funds,8.7,47.6,16.8,0.4211839815707065
Baroda BNP Paribas Overnight Fund,500,5000,0.03088803088803089,423.0,4,Vikram Pamnani,0.32,0.62,0.0009038089089735317,0.8671497584541064,0.7995391705069125,1,Baroda BNP Paribas Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.4212396627921461
DSP Bond Fund,500,500,0.15057915057915058,333.0,10,Vivek Ramakrishnan,0.98,1.17,0.026985151710781148,0.8824476650563607,0.6682027649769586,3,DSP Mutual Fund,3,Debt,Medium Duration Funds,3.8,6.1,4.9,0.42134143807684266
ICICI Pru Smallcap Fund,100,5000,0.3127413127413128,4618.0,10,Harish Bihani,4.72,8.49,0.2342156229825694,0.8770799785292539,0.36405529953917054,6,ICICI Prudential Mutual Fund,3,Equity,Small Cap Mutual Funds,7.7,41.8,14.9,0.4213718194985725
Mahindra Manulife Overnight Fund,0,1000,0.04633204633204633,345.0,4,Rahul Pal,0.52,0.61,0.0009038089089735317,0.8666129898013957,0.7880184331797235,1,Mahindra Manulife Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.4215370917244512
AXIS Gilt Fund,1000,5000,0.15057915057915058,133.0,10,Devang Shah,1.15,1.09,0.033570045190445444,0.870101986044015,0.6728110599078342,3,Axis Mutual Fund,4,Debt,Gilt Mutual Funds,4.0,5.9,7.9,0.4219010141235523
Indiabulls Short Term Fund,500,500,0.14671814671814673,25.0,10,Karan Singh,1.15,4.88,0.016526791478373146,0.9310252281266774,0.6497695852534563,3,Indiabulls Mutual Fund,2,Debt,Short Duration Funds,4.4,5.1,5.9,0.42194715575050235
Sundaram Arbitrage Fund,500,100,0.10810810810810811,108.0,7,Rohit Seksaria,0.48,0.75,0.005551969012265977,0.8655394524959743,0.7350230414746544,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,3.3,2.8,0.4220298222216847
LIC MF Overnight Fund,1000,5000,0.02702702702702703,951.0,4,Rahul Singh,0.11,0.57,0.0010329244673983207,0.8663446054750403,0.8064516129032259,1,LIC Mutual Fund,4,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.42221939283958215
Taurus Nifty 50 Index Fund,1000,5000,0.16988416988416988,2.38,10,Ramneek Kundra,3.29,-0.33,0.20852162685603617,0.8813741277509394,0.5046082949308757,6,Taurus Mutual Fund,0,Other,Index Funds,1.2,25.8,12.3,0.42225876321450206
Aditya Birla SL Overnight Fund,0,5000,0.02702702702702703,13399.0,4,Kaustubh Gupta,0.11,0.58,0.0010329244673983207,0.8666129898013957,0.8064516129032259,1,Aditya Birla Sun Life Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.42227306970485323
UTI-Overnight Fund,500,500,0.02702702702702703,5600.0,10,Amit Sharma,0.12,0.6,0.0009038089089735317,0.866881374127751,0.8064516129032259,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6,0.4222944676805181
Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.305019305019305,79.0,5,Rohit Seksaria,4.56,8.3,0.24377017430600384,0.8781535158346753,0.3663594470046084,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,42.3,8.9,0.4227359070996448
Kotak Gilt Invest – PF & Trust Plan – Direct Growth,1000,5000,0.1583011583011583,1699.0,10,Abhishek Bisen,0.81,1.3,0.0382182052937379,0.8738593666129898,0.663594470046083,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,0.4229800552351469
Kotak Gilt – Invest Plan – Direct Growth,1000,5000,0.1583011583011583,1699.0,10,Abhishek Bisen,0.81,1.3,0.03834732085216269,0.8738593666129898,0.663594470046083,2,Kotak Mahindra Mutual Fund,4,Debt,Gilt Mutual Funds,5.2,6.3,8.4,0.4230123341247531
Canara Robeco Flexi Cap Fund,1000,5000,0.21235521235521237,8630.0,10,Shridatta Bhandwaldar,2.84,0.32,0.18889606197546804,0.8784219001610306,0.4907834101382489,6,Canara Robeco Mutual Fund,4,Equity,Flexi Cap Funds,-0.9,24.8,13.8,0.4232322216563509
Edelweiss Flexi Cap Fund,500,5000,0.21621621621621623,1056.0,8,Trideep Bhattacharya,3.41,1.91,0.20335700451904454,0.8797638217928073,0.4746543778801844,6,Edelweiss Mutual Fund,3,Equity,Flexi Cap Funds,1.9,27.5,12.1,0.423242382906432
PGIM India Gilt Fund,1000,5000,0.15057915057915058,135.0,10,Puneet Pal,0.74,0.65,0.024402840542285347,0.867686527106817,0.6866359447004609,3,PGIM India Mutual Fund,3,Debt,Gilt Mutual Funds,4.2,5.3,7.0,0.42327358661186065
Quantum Equity Fund,500,500,0.1969111969111969,88.0,14,Chirag Mehta,3.01,-0.78,0.18695932859909617,0.8781535158346753,0.5069124423963134,6,Quantum Mutual Fund,2,Other,FoFs Domestic,-0.5,22.9,9.1,0.42367206726340234
ICICI Pru Gilt Fund,1000,5000,0.21621621621621623,2692.0,10,Rahul Goswami,1.22,1.87,0.037830858618463525,0.8735909822866345,0.6221198156682028,3,ICICI Prudential Mutual Fund,5,Debt,Gilt Mutual Funds,6.3,6.7,8.4,0.42486590986645767
Kotak Overnight Fund,0,5000,0.02702702702702703,8999.0,4,Deepak Agrawal,-0.1,0.56,0.0010329244673983207,0.8663446054750403,0.815668202764977,1,Kotak Mahindra Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.4249843697981075
LIC MF S&P BSE Sensex Index Fund,1000,5000,0.14671814671814673,68.0,10,Jaiprakash Toshniwal,3.4,-1.81,0.2145900581020013,0.8819108964036501,0.5276497695852536,6,LIC Mutual Fund,3,Other,Index Funds,2.2,25.4,12.6,0.4250041613613431
Quant Large and Mid Cap Fund,1000,5000,0.21621621621621623,652.0,10,Sanjeev Sharma,3.12,6.57,0.22530664945125886,0.878690284487386,0.46313364055299544,6,Quant Mutual Fund,5,Equity,Large & Mid Cap Funds,6.9,33.0,14.2,0.42505886548024463
Canara Robeco Equity Tax Saver Fund,500,500,0.2471042471042471,4685.0,10,Vishal Mishra,3.08,2.7,0.19496449322143317,0.8784219001610306,0.46313364055299544,6,Canara Robeco Mutual Fund,5,Equity,ELSS Mutual Funds,1.2,27.7,15.5,0.4251416572795248
Canara Robeco Emerging Equities – Direct Growth,1000,5000,0.23166023166023164,15261.0,10,Shridatta Bhandwaldar,3.36,2.48,0.19909619109102644,0.8789586688137413,0.4723502304147466,6,Canara Robeco Mutual Fund,3,Equity,Large & Mid Cap Funds,-0.2,27.0,12.6,0.4251859085749868
Parag Parikh Liquid Fund,1000,5000,0.06563706563706564,1456.0,5,Raj Mehta,0.59,0.87,0.0009038089089735317,0.8717122920021471,0.7811059907834101,2,PPFAS Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,4.0,8.9,0.4253094742719622
DSP Credit Risk Fund,500,500,0.14671814671814673,210.0,10,Laukik Bagwe,1.23,2.84,0.05229180116204003,0.8620504562533549,0.6774193548387097,4,DSP Mutual Fund,3,Debt,Credit Risk Funds,10.8,6.6,4.5,0.4253883846723306
ITI Balanced Advantage Fund,500,5000,0.13513513513513511,452.0,3,Dhimant Shah,2.56,-0.95,0.14021949644932213,0.870907139023081,0.6082949308755761,6,ITI Mutual Fund,1,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.2,12.3,8.9,0.42550856496340334
AXIS Midcap Fund,500,500,0.22007722007722005,18920.0,10,Shreyash Devalkar,2.98,-2.25,0.19496449322143317,0.8768115942028986,0.4884792626728111,6,Axis Mutual Fund,5,Equity,Mid Cap Mutual Funds,-2.5,25.2,15.8,0.4256665259670864
Edelweiss Large & Mid Cap Fund,500,5000,0.23166023166023164,1711.0,10,Abhishek Gupta,3.56,2.77,0.20142027114267266,0.8792270531400966,0.4723502304147466,6,Edelweiss Mutual Fund,4,Equity,Large & Mid Cap Funds,1.2,27.8,13.2,0.4258206054531694
ITI Liquid Fund,500,5000,0.03474903474903475,31.0,4,Vikrant Mehta,-0.02,0.63,0.0012911555842479014,0.867686527106817,0.8110599078341014,1,ITI Mutual Fund,2,Debt,Liquid Mutual Funds,5.5,3.9,8.9,0.4258653253549145
Edelweiss Overnight Fund,500,5000,0.038610038610038616,480.0,4,Rahul Dedhia,0.08,0.63,0.000774693350548741,0.867686527106817,0.8087557603686636,1,Edelweiss Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,8.9,0.42601021652210935
Mirae Asset Large Cap Fund,1000,5000,0.20463320463320464,32910.0,10,Gaurav Misra,3.55,0.41,0.1984506132989025,0.8797638217928073,0.4976958525345622,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1,0.4260324746019569
Mirae Asset Focused Fund,1000,5000,0.2277992277992278,8615.0,4,Gaurav Misra,3.4,2.4,0.2074887023886378,0.8797638217928073,0.4723502304147466,6,Mirae Asset Mutual Fund,4,Equity,Focused Funds,-4.9,28.4,8.9,0.4264798160299519
Baroda BNP Paribas Corporate Bond Fund,300,5000,0.12355212355212356,17.0,10,Mayank Prakash,0.63,0.69,0.02517753389283409,0.8792270531400966,0.7119815668202766,2,Baroda BNP Paribas Mutual Fund,2,Debt,Corporate Bond Mutual Funds,2.8,5.6,4.4,0.4266222950353417
Canara Robeco Overnight Fund,0,5000,0.038610038610038616,216.0,4,Suman Prasad,0.03,0.61,0.0009038089089735317,0.8671497584541064,0.8110599078341014,1,Canara Robeco Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,3.9,8.9,0.4266263859208047
HSBC Balanced Advantage Fund,500,5000,0.30115830115830117,1511.0,10,Ritesh Jain,2.95,0.89,0.08960619754680439,0.8671497584541064,0.5184331797235023,4,HSBC Mutual Fund,3,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3.5,13.4,8.0,0.4266510302841484
Union Corporate Bond Fund,1000,1000,0.17374517374517376,390.0,5,Parijat Agrawal,1.07,1.1,0.025048418334409295,0.8778851315083199,0.6728110599078342,2,Union Mutual Fund,2,Debt,Corporate Bond Mutual Funds,3.1,6.2,8.9,0.42711874229391
Tata Digital India Fund,150,5000,0.11969111969111969,6765.0,7,Meeta Shetty,2.29,6.11,0.2906391220142027,0.8797638217928073,0.49539170506912444,6,Tata Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-16.0,39.0,22.1,0.4271528363056294
Sundaram Overnight Fund,1000,5000,0.02702702702702703,1006.0,4,Sandeep Agarwal,-0.3,0.6,0.0010329244673983207,0.8674181427804617,0.8225806451612904,2,Sundaram Mutual Fund,2,Debt,Overnight Mutual Funds,5.4,3.9,8.9,0.42727280997808575
